reference_kind,case_id,split,family,base_seed,method,model_seed,field_relative_l2,field_rmse,field_nrmse_dynamic_range,field_mean_bias,h1_seminorm_relative_error,measured_reprojection_relative_l2,clean_reprojection_relative_l2,gate,correction_rms,optimization_forward_calls,optimization_adjoint_calls,grouped_adjoint_calls,evaluation_forward_calls,neural_inference_seconds
raw_learned,80f83d2b9da59c138e54,development,smooth_no_interface,2161,jacru_m2,17,0.2432330089407761,0.01878447968038843,0.027998137347539295,-0.0012047143754629187,0.44374332016228574,0.24216210633866198,0.2404624455232744,0.7063411474227905,0.043541278767913597,13,13,1,1,0.008133290975820273
raw_learned,817ed62303fd3253a425,development,single_interface,2161,jacru_m2,17,0.43650999626462283,0.045389835352143845,0.05091799918694484,-0.0017319809237280892,0.6550869558390291,0.26505457311591174,0.26394104225308457,0.7063469886779785,0.059896436120393026,13,13,1,1,0.011501708009745926
raw_learned,c12970cf110f1be99b82,ood,smooth_no_interface,3109,jacru_m2,17,0.3304214415972805,0.041130180038674746,0.03831619284391317,0.005350838612396107,0.6086043167318061,0.21309705739725732,0.21348783661678303,0.7063684463500977,0.05463854297945963,13,13,1,1,0.009106790996156633
raw_learned,c574fbda17385d89b138,ood,single_interface,3109,jacru_m2,17,0.4956998045156238,0.056570324531945146,0.05726037443563323,-0.0019008262180091418,0.7750027974101077,0.22630463237866283,0.22502280169174388,0.7063674926757812,0.05953816572528578,13,13,1,1,0.009980625007301569
raw_learned,49ed9e07a52fd9932a2e,ood,two_interface,3109,jacru_m2,17,0.5479716331102622,0.03257225682060371,0.08356403628092073,-0.0017300406867206857,0.7592961858279283,0.29797938002363117,0.299167711310488,0.7063570618629456,0.04762901442805376,13,13,1,1,0.011891834030393511
raw_learned,b65d04062647ff4a96cf,ood,smooth_no_interface,3121,jacru_m2,17,0.2994040517190068,0.029344892918201325,0.03533856431358435,0.0018094850929135566,0.5417098437161001,0.23723324281215336,0.23735670130979572,0.7063755393028259,0.04962989508017887,13,13,1,1,0.006530874990858138
raw_learned,92c050cb6b32ffd7819e,ood,single_interface,3121,jacru_m2,17,0.4258793678059459,0.04842529338987582,0.048942272234550395,-0.0019003458230954311,0.7052490290147039,0.22499028511728492,0.22473991519370856,0.706379234790802,0.06119121857774021,13,13,1,1,0.0073430410120636225
raw_learned,d2bd02757c7386060fa0,ood,two_interface,3121,jacru_m2,17,0.4677150986964641,0.023838939075096568,0.06400395683306175,-0.0028899129747046496,0.6819470987578704,0.3862243021286678,0.38672809439101763,0.7063641548156738,0.03879974992406696,13,13,1,1,0.011352208035532385
raw_learned,efe6f0ab78d4c4993662,ood,smooth_no_interface,3137,jacru_m2,17,0.32820531784734114,0.024482822830804375,0.03240737406487548,-0.0011372978336074006,0.5397398111331689,0.3573559030053804,0.3589199981782022,0.7063681483268738,0.0420420556616977,13,13,1,1,0.009244915971066803
raw_learned,59d5c6804bd39f12f83e,ood,single_interface,3137,jacru_m2,17,0.48622572428621025,0.053391889364607925,0.056831857607783656,-0.0019460274434647332,0.75835062577048,0.19610218525034465,0.20141756697793142,0.7063779830932617,0.05918399580873401,13,13,1,1,0.01311166601954028
