method,model_seed,split,projection_variant,projection_iterations,case_count,paired_call_budget,damping_fraction,field_relative_l2_mean,h1_seminorm_relative_error_mean,field_gain_to_best_matched_classical_mean,h1_gain_to_best_matched_classical_mean,reprojection_ratio_to_matched_cgls_mean,visible_correction_fraction_mean,visible_correction_fraction_maximum,system_residual_fraction_mean,projection_closure_relative_error_mean,projection_closure_relative_error_maximum,exact_projection_approximation_error_mean,exact_oracle_error_reduction_retention_mean,oracle_reduction_defined_rate,field_harm_rate,worst_field_gain_to_best_matched_classical,breakdown_rate
jacru_m2,43,ood,affine_pcg_dense_exact_camera_block_oracle,5,18,19,0.0,0.4293524204442416,0.7559081795399032,0.3256475987105204,0.24924008756105634,3.1338092577966594,0.031439038842605876,0.06699883259682889,0.03143903884260587,6.505352449405496e-16,9.380626769137381e-16,0.04406952834958253,0.9981558961507988,1.0,0.0,0.10906509993730132,0.0
jacru_m2,43,ood,affine_pcg_dense_exact_camera_block_oracle,6,18,20,0.0,0.4292784555442564,0.7557104736188857,0.32187437316100564,0.25240878188434834,2.3498157950619456,0.018713912620580565,0.034830313750360886,0.01871391262058057,6.42707229117885e-16,1.0488852480117108e-15,0.0260809324393949,0.9993458655354116,1.0,0.0,0.10683510876033227,0.0
jacru_m2,43,ood,affine_pcg_dense_exact_camera_block_oracle,7,18,21,0.0,0.42906316354699364,0.7552625927672905,0.3184930286718197,0.2550042819334207,1.7322414588584485,0.01138517669357287,0.022249341727608483,0.011385176693572856,6.093648852463369e-16,9.776896282997756e-16,0.01557761364086409,1.000748740398431,1.0,0.0,0.10502487114632969,0.0
jacru_m2,43,ood,affine_pcg_dense_exact_camera_block_oracle,8,18,22,0.0,0.42915605224384384,0.7553978358789144,0.3147604533429728,0.25633080888472615,1.3800822094682634,0.006958681514847944,0.014366492738077977,0.006958681514847933,5.996360693773481e-16,8.499545082494381e-16,0.008921909044637145,1.0001931385759368,1.0,0.0,0.10301410887390067,0.0
jacru_m2,43,ood,affine_pcg_dense_exact_camera_block_oracle,9,18,23,0.0,0.42919229397415004,0.7553957664278118,0.31123896118247335,0.2572234340251699,0.9712065359296701,0.0038352338359245192,0.006588999142756482,0.0038352338359245036,6.391284949698002e-16,1.0479499890628372e-15,0.004810824019161107,0.9999637780550881,1.0,0.0,0.1005968187010933,0.0
jacru_m2,43,ood,affine_pcg_dense_exact_camera_block_oracle,10,18,24,0.0,0.42919838519657083,0.7553956528804958,0.3078698945581336,0.2576337327881135,0.6258207261583875,0.0021008912538681384,0.004409191154502041,0.002100891253868143,6.118229281268249e-16,9.582323137407516e-16,0.0026665066998472725,0.9999455867802537,1.0,0.0,0.09827288448908982,0.0
pooled_cnn,17,development,affine_pcg_dense_exact_camera_block_oracle,0,12,14,0.0,0.35872939922762154,0.5813683930974793,0.4535095383930327,0.3989835386842087,34.80293790016024,1.0,1.0,1.0,0.0,0.0,1.0,1.1733605117452173,1.0,0.0,0.031954600550836265,0.0
pooled_cnn,17,development,affine_pcg_dense_exact_camera_block_oracle,1,12,15,0.0,0.3702011239527763,0.6414008384890681,0.43620124092934903,0.3448349818777278,16.424022498462886,0.38147434891751913,0.46380344680496816,0.38147434891751913,6.102419284479102e-16,8.633213905319735e-16,0.43998808567105546,1.0964606772942902,1.0,0.08333333333333333,-0.04602393678183871,0.0
pooled_cnn,17,development,affine_pcg_dense_exact_camera_block_oracle,2,12,16,0.0,0.37554883284470764,0.6600298181308518,0.4275875749933278,0.33263602195918324,7.094079951868014,0.15924217583820005,0.37160764698531534,0.15924217583820005,6.248305297565538e-16,8.130572159466373e-16,0.24192945885409597,1.0586753052360731,1.0,0.08333333333333333,-0.08418920381331763,0.0
pooled_cnn,17,development,affine_pcg_dense_exact_camera_block_oracle,3,12,17,0.0,0.38280303138963284,0.6750815781539728,0.41371576243309865,0.32321638401638453,6.631504273829713,0.10715069393803071,0.17728196772207616,0.10715069393803073,6.435516351819505e-16,8.366288211275102e-16,0.1528593267381084,1.0199433245044278,1.0,0.08333333333333333,-0.11257495571229098,0.0
pooled_cnn,17,development,affine_pcg_dense_exact_camera_block_oracle,4,12,18,0.0,0.38764657369364547,0.6818813586073914,0.4031265856831355,0.32109750074740023,6.040970431208908,0.0724826033911015,0.11989413358995978,0.07248260339110153,6.261484071429698e-16,9.460623330376172e-16,0.08135153578688883,0.9962615501226741,1.0,0.08333333333333333,-0.12395147083341668,0.0
pooled_cnn,17,development,affine_pcg_dense_exact_camera_block_oracle,5,12,19,0.0,0.3875382305890514,0.683306869141267,0.4002148830080956,0.32332444658373927,3.5874524687585883,0.03778774108644902,0.07011413124871536,0.037787741086448993,6.388479857633981e-16,8.281348727440718e-16,0.04461346693484122,0.9968829850597972,1.0,0.08333333333333333,-0.1213177346706987,0.0
pooled_cnn,17,development,affine_pcg_dense_exact_camera_block_oracle,6,12,20,0.0,0.3870622479960126,0.6830989681461985,0.3976313349145415,0.3262911737545395,2.292580289388134,0.019678463172876064,0.03804528590584934,0.019678463172876064,6.136861978414567e-16,8.540206596794017e-16,0.026028788810326577,0.999659879410631,1.0,0.08333333333333333,-0.11806327726315884,0.0
