candidate_id,method,model_seed,case_id,split,family,base_seed,uses_truth,uses_exact_nuisance,raw_field_relative_l2,candidate_field_relative_l2,field_gain_to_raw,raw_h1_seminorm_relative_error,candidate_h1_seminorm_relative_error,h1_gain_to_raw,field_harm_vs_raw
unpaired_structured_sensor,jacru_m2,17,5639798ee009ab4df707,development,smooth_no_interface,2129,False,False,0.24219668589494697,0.23617346506893186,0.024869129830404412,0.46092793577478886,0.5104066958664774,-0.10734597808335924,False
paired_exact_mean_iid_sensor_oracle,jacru_m2,17,5639798ee009ab4df707,development,smooth_no_interface,2129,False,True,0.24219668589494697,0.23267215889909065,0.039325587634124734,0.46092793577478886,0.5049424828005035,-0.09549116816217511,False
unpaired_exact_covariance_sensor_oracle,jacru_m2,17,5639798ee009ab4df707,development,smooth_no_interface,2129,False,True,0.24219668589494697,0.23615679542160845,0.024937956731407692,0.46092793577478886,0.5104810471670358,-0.10750728594688341,False
paired_structured_truth_residual_oracle,jacru_m2,17,5639798ee009ab4df707,development,smooth_no_interface,2129,True,False,0.24219668589494697,0.2317848419081708,0.04298920915578635,0.46092793577478886,0.45639637500545205,0.009831386682431295,False
paired_isotropic_sensor,jacru_m2,17,9f862d87f3c25fedf3e1,development,single_interface,2129,False,False,0.44656074842700516,0.45191562956555736,-0.011991383383816395,0.7155238650199269,0.7630456299201145,-0.06641534576748757,True
paired_structured_sensor,jacru_m2,17,9f862d87f3c25fedf3e1,development,single_interface,2129,False,False,0.44656074842700516,0.45182557691666597,-0.01178972515655706,0.7155238650199269,0.7630467099739211,-0.06641685522630428,True
unpaired_isotropic_sensor,jacru_m2,17,9f862d87f3c25fedf3e1,development,single_interface,2129,False,False,0.44656074842700516,0.4525317919472062,-0.013371178593805776,0.7155238650199269,0.7625690461328375,-0.06574928302580149,True
unpaired_structured_sensor,jacru_m2,17,9f862d87f3c25fedf3e1,development,single_interface,2129,False,False,0.44656074842700516,0.44867380640685883,-0.004731848885726849,0.7155238650199269,0.760097707546613,-0.062295396010927886,False
paired_exact_mean_iid_sensor_oracle,jacru_m2,17,9f862d87f3c25fedf3e1,development,single_interface,2129,False,True,0.44656074842700516,0.45209771809625277,-0.012399140965146152,0.7155238650199269,0.7633446640288072,-0.0668332690867669,True
unpaired_exact_covariance_sensor_oracle,jacru_m2,17,9f862d87f3c25fedf3e1,development,single_interface,2129,False,True,0.44656074842700516,0.4489729672224638,-0.00540177076457262,0.7155238650199269,0.7606101209800975,-0.06301153345725924,False
paired_structured_truth_residual_oracle,jacru_m2,17,9f862d87f3c25fedf3e1,development,single_interface,2129,True,False,0.44656074842700516,0.44656074842700516,0.0,0.7155238650199269,0.7155238650199269,0.0,False
paired_isotropic_sensor,jacru_m2,17,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,False,False,0.29983497400784415,0.29882621157030986,0.003364392165631392,0.5312540330224714,0.5840307676631672,-0.0993436875018761,False
paired_structured_sensor,jacru_m2,17,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,False,False,0.29983497400784415,0.29881561605361817,0.003399729993470697,0.5312540330224714,0.5839766478077846,-0.09924181560628838,False
unpaired_isotropic_sensor,jacru_m2,17,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,False,False,0.29983497400784415,0.2989534315083596,0.0029400923037799444,0.5312540330224714,0.5849955799712181,-0.10115979100053903,False
unpaired_structured_sensor,jacru_m2,17,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,False,False,0.29983497400784415,0.2994022249488619,0.0014432907982607531,0.5312540330224714,0.5864699778577095,-0.10393510712962906,False
paired_exact_mean_iid_sensor_oracle,jacru_m2,17,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,False,True,0.29983497400784415,0.29881663824754734,0.003396320805024452,0.5312540330224714,0.5839694925354756,-0.09922834696066082,False
unpaired_exact_covariance_sensor_oracle,jacru_m2,17,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,False,True,0.29983497400784415,0.2993965193159819,0.0014623200422603003,0.5312540330224714,0.5864251511146205,-0.10385072801850213,False
paired_structured_truth_residual_oracle,jacru_m2,17,17ba335821b1e0d5a1aa,development,smooth_no_interface,2141,True,False,0.29983497400784415,0.2922539180903483,0.02528409483443892,0.5312540330224714,0.5275273506847441,0.007014878205300501,False
paired_isotropic_sensor,jacru_m2,17,6be92a896230a00c27bc,development,single_interface,2141,False,False,0.32596185682426354,0.3999637825057826,-0.22702633492916882,0.578615251501591,0.7436041842909137,-0.2851444588803222,True
paired_structured_sensor,jacru_m2,17,6be92a896230a00c27bc,development,single_interface,2141,False,False,0.32596185682426354,0.3998312505911321,-0.2266197477415093,0.578615251501591,0.7435200154703552,-0.28499899292459413,True
unpaired_isotropic_sensor,jacru_m2,17,6be92a896230a00c27bc,development,single_interface,2141,False,False,0.32596185682426354,0.38983264663069195,-0.19594559445911855,0.578615251501591,0.7288183124471302,-0.2595905665392338,True
unpaired_structured_sensor,jacru_m2,17,6be92a896230a00c27bc,development,single_interface,2141,False,False,0.32596185682426354,0.35244605643124205,-0.08124938256581656,0.578615251501591,0.6750205199742414,-0.1666137700699466,True
paired_exact_mean_iid_sensor_oracle,jacru_m2,17,6be92a896230a00c27bc,development,single_interface,2141,False,True,0.32596185682426354,0.4006494599806357,-0.22912988618983926,0.578615251501591,0.7448515826425172,-0.2873002927411931,True
unpaired_exact_covariance_sensor_oracle,jacru_m2,17,6be92a896230a00c27bc,development,single_interface,2141,False,True,0.32596185682426354,0.3521512617851404,-0.0803449986941153,0.578615251501591,0.6746892834152196,-0.16604130579742324,True
paired_structured_truth_residual_oracle,jacru_m2,17,6be92a896230a00c27bc,development,single_interface,2141,True,False,0.32596185682426354,0.31782126016551293,0.024974077452072762,0.578615251501591,0.5722421938733468,0.011014327070890586,False
paired_isotropic_sensor,jacru_m2,17,2f2ee4ffd95bd30b9d41,development,smooth_no_interface,2153,False,False,0.2571977855895035,0.26057172448493465,-0.013118071322807037,0.49705407091450415,0.5418788618033585,-0.09018091493825522,True
