method,model_seed,split,projection_variant,projection_iterations,case_count,paired_call_budget,damping_fraction,field_relative_l2_mean,h1_seminorm_relative_error_mean,field_gain_to_best_matched_classical_mean,h1_gain_to_best_matched_classical_mean,reprojection_ratio_to_matched_cgls_mean,visible_correction_fraction_mean,visible_correction_fraction_maximum,system_residual_fraction_mean,exact_projection_approximation_error_mean,exact_oracle_error_reduction_retention_mean,oracle_reduction_defined_rate,field_harm_rate,worst_field_gain_to_best_matched_classical,breakdown_rate
jacru_m2,17,ood,cg_damped_1e-6,1,18,15,1e-06,0.3994581814324532,0.6725347043361983,0.3854374954064339,0.31327553811444997,23.31340913905257,0.4240312348508097,0.5187606721916254,0.4240312348459319,0.2534027626743932,1.016208429469402,1.0,0.0,0.24946066228513009,0.0
jacru_m2,17,ood,cg_damped_1e-6,2,18,16,1e-06,0.38423825063182837,0.6689177111894555,0.40622933663164723,0.32356307759328584,20.32020930416914,0.31087015852008537,0.46028451270892645,0.3108701585077175,0.19560796234395075,1.0805652448557266,1.0,0.0,0.26566553043858293,0.0
jacru_m2,17,ood,cg_damped_1e-6,4,18,18,1e-06,0.3914656838787919,0.6853215098017108,0.38829464588371143,0.31727320400409265,15.573725109747421,0.17348519272371343,0.38116987150373277,0.17348519267451035,0.12031663768905634,1.0459000226285162,1.0,0.0,0.19378969922186562,0.0
jacru_m2,17,ood,cg_damped_1e-6,8,18,22,1e-06,0.40094606223901974,0.7048954309711521,0.3595788078218763,0.30740604791391335,16.851095865662202,0.06669354305479008,0.10933834056988236,0.06669354281880642,0.0449199241354124,1.003974082209295,1.0,0.0,0.14948367724861014,0.0
jacru_m2,17,ood,cg_damped_1e-6,12,18,26,1e-06,0.40173330691223497,0.7065874537229347,0.34580424347241556,0.3068116010346958,25.27724162642978,0.024800399545527572,0.04860314435381666,0.02480039882400381,0.01892178821988779,1.000367918438614,1.0,0.0,0.13492026258454992,0.0
jacru_m2,17,ood,cg_undamped,0,18,14,0.0,0.4448493420192548,0.6889651511223669,0.31912924316997426,0.28820960825409014,46.07362071243202,1.0,1.0,1.0,0.42484540174841406,0.8146246459087851,1.0,0.0,0.11733940786752928,0.0
jacru_m2,17,ood,cg_undamped,1,18,15,0.0,0.39945817486438245,0.6725348279497774,0.38543750164175994,0.3132754090229023,23.31345556846574,0.42403211502451066,0.5187619692354276,0.42403211502451066,0.2534027626734752,1.0162084946468466,1.0,0.0,0.24946081814934123,0.0
jacru_m2,17,ood,cg_undamped,2,18,16,0.0,0.38423821922645884,0.6689179528052656,0.40622938001525566,0.32356282692734983,20.32031396527531,0.31087182020921994,0.460287441189934,0.31087182020921994,0.1956079623403209,1.080565427995051,1.0,0.0,0.26566577043960843,0.0
jacru_m2,17,ood,cg_undamped,4,18,18,0.0,0.3914659359493585,0.685322469192396,0.38829426080678453,0.31727223946906613,15.573953625176593,0.17348810843090506,0.38117877282030804,0.17348810843090504,0.12031663765692523,1.0458989468193243,1.0,0.0,0.19378814025070265,0.0
jacru_m2,17,ood,cg_undamped,8,18,22,0.0,0.40094710246998017,0.704898128783684,0.3595771724200709,0.3074033681928525,16.85167539744847,0.06669688176185722,0.10934465952851767,0.06669688176185722,0.044919923730141746,1.0039695285952057,1.0,0.0,0.14947917662944443,0.0
jacru_m2,17,ood,cg_undamped,12,18,26,0.0,0.4017345460032077,0.706590607054399,0.3458022555296735,0.30680847492922525,25.27769060888659,0.02480248644764611,0.04860757210705662,0.024802486447646106,0.01892178683530209,1.0003624930875732,1.0,0.0,0.13491504373112057,0.0
jacru_m2,29,development,cg_damped_1e-4,0,12,14,0.0001,0.38973451840310397,0.6211035057667305,0.40602974392562946,0.35756485058989723,36.443129942560894,1.0,1.0,1.0,0.38978745486893346,0.9513022814734581,1.0,0.08333333333333333,-0.09518925959104128,0.0
jacru_m2,29,development,cg_damped_1e-4,1,12,15,0.0001,0.36424974553958545,0.6260763598866211,0.44225118786478396,0.360007678689666,20.457087208881422,0.4539707029712085,0.5319992487579581,0.4539706540892381,0.23035569943681192,1.068762361491167,1.0,0.0,0.06657609583449356,0.0
jacru_m2,29,development,cg_damped_1e-4,2,12,16,0.0001,0.35692607755510486,0.6358745907463962,0.4523431050499427,0.3563637144798268,16.505456094195498,0.2957971159330939,0.4711449265217979,0.295796982923549,0.17308470673241824,1.0983483841104507,1.0,0.0,0.09387221879365686,0.0
jacru_m2,29,development,cg_damped_1e-4,4,12,18,0.0001,0.362026326573528,0.6472879536441795,0.43924985278444195,0.35484789439110714,13.654172438507429,0.15620060028856167,0.3117301574885575,0.15620008240615438,0.1066569977720402,1.0706327207509885,1.0,0.0,0.04811203612819121,0.0
jacru_m2,29,development,cg_damped_1e-4,8,12,22,0.0001,0.3740925130825235,0.669043272197947,0.40898721289240214,0.3427264563767087,19.9697955663796,0.0710508305415443,0.1289063336853735,0.07104877196851109,0.04762356480746635,1.0147216024380747,1.0,0.08333333333333333,-0.024435457449860677,0.0
jacru_m2,29,development,cg_damped_1e-4,12,12,26,0.0001,0.37717705968285364,0.674570478452977,0.39303662108869863,0.3383102801059028,31.811654848329542,0.030261923834507,0.058814595081929544,0.030256224691001875,0.01963460936158133,1.001538219713541,1.0,0.08333333333333333,-0.04099844643880579,0.0
jacru_m2,29,development,cg_damped_1e-6,0,12,14,1e-06,0.38973451840310397,0.6211035057667305,0.40602974392562946,0.35756485058989723,36.443129942560894,1.0,1.0,1.0,0.38978745486893346,0.9513022814734581,1.0,0.08333333333333333,-0.09518925959104128,0.0
jacru_m2,29,development,cg_damped_1e-6,1,12,15,1e-06,0.3642513173994723,0.626089971731096,0.4422480941057614,0.3599936490226445,20.461040273355596,0.45406588098702466,0.5321225330906457,0.45406588098213546,0.23035568993841304,1.068762584827503,1.0,0.0,0.06660430815522594,0.0
jacru_m2,29,development,cg_damped_1e-6,2,12,16,1e-06,0.3569293734748469,0.6359035300645858,0.45233709509632675,0.3563340904203207,16.513192496968575,0.29594855436682244,0.47144651662380926,0.2959485543535191,0.1730846710102664,1.098344853299171,1.0,0.0,0.09391291561176257,0.0
